No,질문,답변
000082,"- 화면번호 : 1492

- 문의내용 : ETF 분배금 현황 처럼 주식종목 배당내역을 볼 수 있는 화면이 따로 있는지 문의 합니다","안녕하세요. CHECKExpert+ 입니다.

주식종목 배당내역은 7202 기업>재무분석>재무비율 화면에서 확인 가능합니다. 

7202 화면에서 조회하시고자 하는 종목을 검색하시고, 아래 탭메뉴에서 '가치 및 주당지표'를 선택하시면 보여지는 표 아래에서 3번째에 수정DPS(주당배당금)가 있습니다. 

감사합니다. "
000080,"- 화면번호 : 

- 문의내용 : 안녕하세요! 오스템임플란트가 포함돼있는 index를 모두 찾아보고싶은데 체크에 유용한 화면이나 기능이 있을까요? 감사합니다!","안녕하세요. CHECKExpert+ 입니다.

죄송하지만 특정 종목이 포함된 지수들 명단을 제공하는 화면은 현재 없습니다. 

대표 지수들이 아닌 경우 지수 구성종목 명단 자체를 지수회사들이 고객들에게 따로 판매를 하는 부분이기 때문에 해당 서비스의 경우 제공하기가 어렵습니다. 

감사합니다. "
000057,"- 화면번호 : 1913

- 문의내용 : 2022년 1월 17일 외국인 주식순매수 금액 문의드립니다. 현재 1913 화면 상으로는 3677억 순매도로 나와있는데, 거래소 통계에서는 8000억 정도로 순매도가 나오고 있습니다. 장외거래로 1.17일 당일에 신한은행, NTT 도코모 케이티 지분 장외 블록딜(4400억원규모)이 반영되지 않은 것인지 문의 드립니다.","안녕하세요. CHECKExpert+ 입니다.

1913 화면에서 보시는 외국인은 '기타외국인' 순매수 금액이 합쳐지지 않은 한국 증권시장에 참여하는 외국인(비거주자)의 순매수금액입니다. 

KRX 정보데이터시스템에서 보신 8,000억 순매도는 '외국인합계'를 보신 듯 합니다.

설명드리면 '외국인종합 순매수 = 외국인 순매수 + 기타외국인 순매수' 입니다. 

국내 증권시장에 참여하는 외국인(비거주자)은 사전에 금융감독원으로부터 투자등록증(ID)을 발급받아야 하지만, 국내에 6개월 이상 거주하고 있는 외국인 등은 이를 면제하고 '기타외국인'으로 분류해서 집계합니다. 국내에 거주하고 있는 만큼 순수 외국인 순매수로 보지 않는다고 해석하시면 될 듯 합니다. 

장외 블록딜 관련해서는 한국거래소를 통해 거래되는 장내 거래금액만 반영됩니다. 즉, 장외거래는 포함돼 있지 않습니다.

감사합니다. "
000054,"- 화면번호 : 6430

- 문의내용 : 글로벌지수 관련 문의
1) MSCI ACWI High Dividend Yield Index 와 MSCI ACWI Commodity Producers Index의 경우 정보를 제공하고 계신가요?  제공하신다면 볼수 있는 화면 안내부탁드립니다.
2) 여러가지 국내외 지수들을 다양하게 제공하고 계시는데, 혹시 제가 원하는 지수만 1103 지수편집 탭 - 지표편집에서 더 상세항목을 등록할수 있도록도 가능할까요? 예를들면 FTSE 지표 상세 등이요!","안녕하세요. CHECKExpert+ 입니다.

1) 죄송하지만 MSCI ACWI High Dividend Yield Index와 MSCI ACWI Commodity Producers Index은 현재 제공되지 않고 있습니다. 

2) 1103 지수편집에 필요하신 지수(CHECK에서 현재 서비스하고 지수 중)들을 추가해 드릴 수 있습니다. 추가하고자 하시는 지수명을 1:1 문의로 남겨주시면 반영하도록 하겠습니다. 

감사합니다. "
000040,"- 화면번호 : 1800

- 문의내용 : 안녕하세요 화면번호 1800(투자참고>신용거래>종목별상세>) 화면에서 개별종목의 신용융자 주수/금액 및 신용가능주수 은 어디서 데이터를 추출하는지 알수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

신용 데이터는 각 회원사(증권사)에서 보유한 당일 신용매매 내역을 장마감 후 코스콤에 전송합니다.

코스콤에서는 해당 데이터를 수집해 종목별로 최종 신용(신규/상환/잔고) 데이터를 생성해 CHECK와 회원사에 서비스합니다. 

따라서 데이터의 출처는 회원사(증권사)라고 볼 수 있습니다. 

감사합니다."
000025,"- 화면번호 : 1531

- 문의내용 : 1531 화면의 섹터명 별로 등락률을 엑셀 실시간 연동할 수 있을 까요? 또한, 등락률 평가 방식(공식)이 있으신지요?","안녕하세요. CHECKExpert+ 입니다.

말씀하신 1531 화면의 섹터별 등락률은 엑셀 실시간 연동이 안 되는 부분입니다. 화면에서 Alt키를 눌렀을 때 빨간첨자가 생기는 부분만 실시간 연동이 돼 있는 셀입니다. 1531 화면 왼쪽 박스 안의 제일 우측에 있는 등락률 칼럼은 화면에서 계산되기 때문에 실시간 연동이 어렵습니다. 

참고로 1531 화면을 엑셀 premium으로 보내기를 하셨을 때 CLIST 함수로 생성되는데, 기본은 실시간 갱신이 안됩니다. 이때 엑셀 XL Premium Lib 메뉴의 '함수빌더'에 들어가셔서 부가옵션으로 real=true를 넣어주시면 실시간 갱신으로 변경됩니다. 

등락률 공식 관련해서는 '해당 섹터 구성종목의 기준일 전체 시가총액 대비 당일 전체 시가총액의 증감율'입니다. 다만 단순히 시가총액 증감율을 계산했기 때문에 구성종목의 변화, 기업의 증자 등에 따른 조정이 안돼 있는 한계가 있다는 점을 감안하셔야 합니다. 

감사합니다.   "
000022,"- 화면번호 : 1300

- 문의내용 : 323210 종목은 관리종목인데 30분마다 체결이 아닌거같은데요 관리종목이 모두 30분마다 체결은 아닌가요?
","안녕하세요. CHECKExpert+ 입니다.

과거 유가증권시장 및 코스닥시장은 관리종목에 대해 30분 단위 단일가매매를 적용하였으나, 투자편의 제고 등을 위해 일반종목과 동일한 매매체결방식을 적용하는 것으로 규정을 개정했습니다.(유가증권시장 2002.7.1, 코스닥시장 2014.11.17 시행) 

따라서 현재 한국 증권시장의 관리종목은 일반종목과 동일한 매매체결방식이 적용되고 있습니다.

감사합니다. "
000016,"- 화면번호 : 

- 문의내용 : 도이치은행 해외주식 차트보는 화면 부탁드리겠습니다","안녕하세요. CHECKExpert+ 입니다.

8112 신종합차트 화면에서 도이치은행 종목 검색하시면 확인하실 수 있습니다. 

창 윗부분에 돋보기 버튼을 누르고 들어가셔서 1) 검색창에 '도이치은행'을 입력하시거나, 

2) 중분류 - 해외지수, 소분류 - 미국 선택하신 후 '도이치은행'을 찾아서 선택하셔도 됩니다. 

감사합니다. "
000015,"- 화면번호 : 1173 

- 문의내용 : 구성종목 메뉴중 fnguide - fnduide중소형 지수가 Fnguide 지수중 MKF중소형주(Fnguideindex.co.kr 제공) 지수인건지요? 아니라면 어떤 지수 가져오는 것인지 공식명칭이 궁금합니다.","안녕하세요. CHECKExpert+ 입니다.

MKF 중소형주와 Fnguide 중소형지수는 서로 다른 지수입니다. 

'MKF 지수'의 경우 Fnguide에서 다변화하는 금융시장의 상황에 맞춰 산출한  시장 지수입니다. 

'Fnguide 지수'는 ETF, ETN 등을 상장하기 위해 자산운용사와 Fnguide 간의 협약에 따라 산출된 지수입니다.

문의하신 Fnguide 중소형지수는 미래에셋의 TIGER 중소형 ETF를 상장하기 위해 만들었던 지수입니다. 다만 2020년 11월 해당 ETF는 상장폐지되었습니다. 

Fnguide 측에 문의한 결과 상장폐지된 지수를 일정 기간을 두고 모아서 삭제 처리하기 때문에 아직은 Fnguide 중소형지수가 산출되서 나오고 있다고 합니다.

따라서 중소형주의 추이를 확인하고자 하시면 MKF 중소형주를 사용하시면 될 듯 합니다. 

감사합니다. "
000004,"- 화면번호 : 1103

- 문의내용 : 다우종합 2022/1/3일 종가가 이 화면에서는 왜 하락하는 것으로 나오는지요","안녕하세요. CHECKExpert+ 입니다.

1/3 다우종합 지수는 하락했습니다. 

아마 다우산업 지수로 착각하신 듯 합니다. 

1/3 다우산업 지수는 0.68% 상승했습니다. 

1103 화면에서 다우산업 지수로 보시려면 화면 상단에 있는 '지표편집'에 들어가셔서 다우산업으로 선택을 변경하시면 됩니다. 

감사합니다.   "
000270,"- 화면번호 : 
- 문의내용 : 전일 cp  발행 내역을 볼 수 있는 화면이 궁금합니다 !","안녕하세요. CHECKExpert+ 입니다.

3065 화면에서 발행일 기준 날짜를 설정하시면

조회 가능하십니다. 

감사합니다. "
000201,"- 화면번호 : 
- 문의내용 : 안녕하세요. 국내/외 부동산 관련 ABCP의 등급/금리를 볼 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3542 화면에서 ""PF대출채권"" , ""ABCP"" 항목을 체크하시면 

발행시 등급을 확인 하실 수 있습니다. 

전단채와 ABCP는 발행금리는 확인하실 수 없으나

3072 화면을 통해 유동시장에서 거래되는 금리를 확인하실 수 있습니다. 

감사합니다. "
000174,"- 화면번호 : 
- 문의내용 : 안녕하세요, 혹시 CD CP 전단채의 단가계산공식을 받을수 있을까요? ","안녕하세요. CHECKExpert+ 입니다.

CHECK 내부에서는 단가계산공식이 작성된 문서가 공식적으로 

존재하지 않습니다. 도움을 드리지 못해 죄송합니다. "
000170,"- 화면번호 : 
- 문의내용 : 원화 채권 신규 발행 문의 드립니다","안녕하세요. CHECKExpert+ 입니다.

발행종목에 대한 검색은 3022 또는 3649 화면을

참고하시기 바랍니다. 감사합니다. "
000168,"- 화면번호 : 1457
문의내용 : 분류기준 중에 채권-혼합채는 소분류로 단기, 중기, 장기로 나뉘어지는데, 이때 단기, 중기, 장기를 분류하는 기준이 무엇일까요? 확인 부탁드립니다.
","안녕하세요. CHECKExpert+ 입니다.

해당 분류 기준은 거래소에서 정한 분류 기준이며, 일반적으로

국공채는 3년 미만, 중기는 3~7년, 장기는 10년 이상을 의미합니다. 

자세한 사항은 거래소 또는 운용사 홈페이지를 참고하시기 바랍니다. 

감사합니다. "
000164,"- 화면번호 : 3000
- 문의내용 : 
안녕하세요, 3000번 화면의 채권 상세탭에 표시되는 분석지표 관련해서 문의드립니다.
KR6064983C32 채권을 예로 들면, 1/22일 현재 조회 시 MacDuration이 17.3404 으로 표기되는데요, 

 1. 이 값이 어떤 ytm을 기준으로 산출된 것인지
 2. 이 값이 3905 화면 -> 단가분석 -> 시장위험지표에서 보여지는 (민평3사 ytm) 대비 듀레이션과 다른 값이 표기되는 이유가 무엇인지

관련해서 문의드립니다. (첨부된 사진 참조 부탁드립니다!)","안녕하세요. CHECKExpert+ 입니다.

1. 이 값은 민평3사 수익률을 가지고 계산된 22일 기준 값입니다. 

2. 3905 상에서는 일자가 23일 값으로 계산된 값이어서 약간의 차이가 발생할
  수 있습니다. 

감사합니다. "
000162,"- 화면번호 : 3738
- 문의내용 : KAP사에서 제공하고 있는 Spot rate 산출방식이 연간복리(annual compounding)으로 표시된 것인지연속복리(continuously compounding)된 것인지 궁금합니다.","안녕하세요. CHECKExpert+ 입니다.

해당 SPOT rate는 할인계수로부터 구해진 연속복리를 의미합니다. 

감사합니다. 

"
000140,"- 화면번호 : 5121
- 전화번호 : 
- 문의내용 : 체크에서 역외 위안화 환율 확인할수 있는 화면이 있나요? 역내 말고요","안녕하세요. CHECKExpert+ 입니다.

5502/5506 화면에서 USDCNH 또는 CNHKRW로 확인하실 수 있습니다. 

감사합니다. "
000137,"- 화면번호 : 4175 , 4171
- 문의내용 국채 선물 약정가 자료가 필요한데 최대 날짜가 11년 11월 11일이 마지막이네요, 더 이전 자료 볼려면 어떻게 해야 하나요?, 일중정보도 최대로 언제까지 볼 수 있는지 답변 부탁드립니다
","안녕하세요. CHECKExpert+ 입니다.
4171 화면에서 국채선물 일반가 기준으로 그 이전 데이터를

확인하실 수 있으시며, 4151 화면 기준 일중 데이터는 3개월분

데이터를 보실 수 있습니다. 

감사합니다. "
000055,"- 화면번호 : 4059
- 문의내용 :

4059 국선일별2 화면과 관련하여 아래와 같은 문의사항이 있어 전달드립니다.

1. 국채선물 이론가 계산시 적용되는 변수들 (Call 금리, Cd 금리, 통안1년 금리 및 바스켓채권 수익률)의 출처
2. 위 1번의 각 변수에 대한 기준 시간 (오전 / 오후)

감사합니다
","안녕하세요. CHECKExpert+ 입니다.

관련해서는 4080(국채선물 이론가 계산기)를 참고하시기 바랍니다. 

감사합니다. "
000054,"- 화면번호 : 3992
- 문의내용 : 
안녕하세요, Swap Curve Bootstrapping에 대해 문의드립니다.
현재 3992 화면의 Swap 커브분석 탭에서 커브 기준일로부터 3개월 단위의 스왑 지표금리와 이로부터 Bootstrapping 된 제로금리, 선도금리가 조회 되는걸로 보입니다.
또한 동일화면의 Swap 계산기 탭에서 스왑  일별 할인계수가 조회 되는것으로 보입니다.
혹시 여기서 산출된 3개월 제로, 선도금리로부터 일별 (기준일로부터 0년~30년기간) 제로금리 산출을 어떤 방식으로 하는지 알 수 있을까요? (예를 들면, 그 사이의 금리는 선형 보간을 하는것일까요?)

감사합니다","안녕하세요. CHECKExpert+ 입니다.

3992의 ""선도금리"" 탭에 나오는 선도금리(3M) / 제로금리 둘다

""커브스트립"" 탭의 할인계수로부터 계산되어집니다. (결과값)

구체적으로 제로금리는 -LN(df(t))/cvg, 선도금리는 (df(t1)/df(t2)-1)/cvg 입니다. 

다만, 할인계수의 bootstrapping 방식은 당사에서 말씀드리기 힘든 부분이

있다는 점을 양해해 주시기 바랍니다. 감사합니다. 
"
000031,"- 화면번호 : 3992
- 문의내용 :
안녕하세요, 3992 화면의 선도금리 탭에서 스왑커브에서 산출된 3개월 단위의 제로금리 확인이 가능한것 같습니다만,  혹시 해당 제로금리의 일별 값을 따로 확인하는 방법이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

스왑커브 제로금리는 현재로서는 일별로 확인할 수 있는 화면이

없습니다. 불편을 끼쳐 드려 대단히 죄송하며, 관련 콘텐츠는 

검토할 수 있도록 하겠습니다. 

감사합니다. "
000018,"- 화면번호 : 4175
- 문의내용 : 4175 내 국채선물수정일별 화면에 ktb3 , ktb10 일반가가
             2011년부터 보이는 것 같은데 혹시 그 전 데이터까지
             국채선물을 시계열로 볼 수 있는 화면이 잇을까요??","안녕하세요. CHECKExpert+ 입니다.

4177화면을 참고하시면 1999년 9월 29일부터 데이터를

확인하실 수 있습니다. 

감사합니다. "
000005,"- 화면번호 : 
- 문의내용 : 미국 시장 국채금리를 볼 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

미국 국채금리는 3931(해외국채 종합) 화면을 참고하시기 바랍니다. 

감사합니다. "
001725,"- 화면번호 : 8110
- 문의내용 
8110 멀티프레임 차트에서 KOSEF국고채10년(148070)을 볼때
그래프를 분배금 반영된 수정주가 기준이 아닌
실제 거래된 기본 주가로 확인할 수 있는 방법이 는지요?
감사합니다 ","안녕하세요. CHECKExpert+ 입니다.

8110 화면상에서 ""KOSEF 국고채10년"" 을 클릭하시면

팝업창이 나오는데, ""기타"" 탭으로 들어가셔서 ""조정주가 반영"" 항목을

클릭 해제하시면 말씀하신 기본주가로 확인이 가능하십니다. 

감사합니다. "
001710,"- 화면번호 : 
- 문의내용 : 연간 ESG 채권 발행 총량","안녕하세요. CHECKExpert+ 입니다.

3009(ESG채권 발행 현황) 또는 3057(리그테이블 종합)

화면을 참고하시기 바랍니다. 

감사합니다. "
001709,"- 화면번호 : 
- 문의내용 : 채권 거래 단가 등 계산하는 곳 문의드립니다
","안녕하세요. CHECKExpert+ 입니다.

3471 (채권단가계산)과 같은 채권 계산 화면은 

채권>계산기 하위 카테고리에서 확인하실 수 있습니다. 

감사합니다. "
001708,"- 화면번호 : 3062 3063
- 문의내용 : 안녕하세요 태영건설이 신용보강을 제공하거나 시공사인 유동화증권에 대해서 검색을 하고싶은데 어디서 찾아볼 수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3540 유동화플랜 검색 창에서 ""항목편집""에서 시공사 및 신용보강 기관에 대한

항목을 넣으신후 ""전체 영역 엑셀로 보내기""로 통해 엑셀에서 데이터 

필터 기능을 활용하실 수 있으십니다. 

유동화플랜에 대한 상세 정보는 3541에서 확인하실 수 있습니다. 

감사합니다. "
001595,"- 화면번호 : 
- 문의내용 :  원-유로 스팟환율을 보고싶습니다","안녕하세요. CHECKExpert+ 입니다.

원유로 환율의 경우 5502(일중), 5506(일별) 화면에서

EURKRW 로 검색하시면 확인하실수 있습니다. 

감사합니다. "
001026,"- 화면번호 : 5101
- 전화번호 : 
- 문의내용 : 안녕하세요 5101화면에서 나오는 달러가격을 거래소 시세 데이터로 받아보고 싶은데 달러의 국제표준코드 (isinCode) 정보를 알 수 있을까요? ","안녕하세요. CHECKExpert+ 입니다.

5101 화면의 달러가격은 거래소가 아닌 외환시장에서

브로커(서울외국환중개, 한국자금중개)를 통해 이루어지는

가격입니다. 엑셀파일에서 해당 호가를 받고 싶으시다면 마우스

우측 버튼 ""엑셀실시간 붙여넣기""를 참조하시면 되고, 

거래소에서 거래되는 통화선물의 코드 및 호가를 확인 하시려면

5921 화면에서 검색창을 통해 통화선물을 선택하시기 바랍니다. 

감사합니다. "
001015,"- 화면번호 : 3991
- 문의내용 : 환율 일간 데이터를 엑셀로 추출하고 싶은데, 해당 화면에서 추출하였을 때, 환율 값은 추출하였으나, 맨 좌측에 DATE 날짜가 안 적혀있어서, 언제적 환율인지를 알 수 없이 숫자만 나오더라고요, 혹시 날짜와 함께 추출 가능한 방법이 있을까요? 기간 산정도 제가 2010.01.03~2015.03.05 이런식으로 산정이 가능하면 더 좋을 것 같습니다. 다른 화면을 통해서라도요","안녕하세요. CHECKExpert+ 입니다.

매매기준율 기준으로 5304 화면을 통해 

달러원 환율을 기간으로 설정하여 다운받으실 수 있습니다. 

감사합니다. "
001003,"- 화면번호 : -
- 문의내용 : 채권종목별 신용등급 조회 화면번호 부탁드립니다 신용평가기관 id도 나오는지 궁금합니다  ","안녕하세요. CHECKExpert+ 입니다.

3013 / 3000 화면에서 종목별 신용평가기관의 신용등급이

조회가능 하십니다. 감사합니다. "
000996,"- 화면번호 : 3101 > 국채종합화면
- 문의내용 : 만기 2년, 3년, 5년, 10년, 20년, 30년이 화면에 나오고 있는데 혹시 만기 1년도 같이 보이게 할 수 있나요","안녕하세요. CHECKExpert+ 입니다.

3101 화면의 지표종목은 경쟁입찰을 통하여 발행된

국고채로서 만기별로 가장 최근에 발행된 국고채입니다. 

지표종목은 총 8개 종목으로 1년물은 해당하지 않아 

해당 화면에 반영하기 어려운 구조입니다. 

이점 양해 부탁드립니다. 감사합니다. "
000988,"- 화면번호 : 4080
- 문의내용 : 4080 화면 선물 듀레이션 계산 방식을 알고 싶습니다 ","안녕하세요. CHECKExpert+ 입니다.

기초자산들의 선도수익률을 통해 계산된 이론수익률 기준으로 

1BP 변화에 따른 이론가격 변화값을 의미합니다. 

감사합니다. "
000982,"- 화면번호 : 3430
- 문의내용 : 
매일 당일 금리표가 매일 17:50에 금리 집계해서 업데이트되나요??","안녕하세요. CHECKExpert+ 입니다.

당일 금리가 수신되기 전까지 금리표는 전일자 기준으로

표기되고, 당일 금리 수신 이후에는 당일 금리가 나옵니다. 

수신 금리가 완료되는 시점은 매일 다르지만, 

말씀하신대로 주로 50분전에 이루어집니다. 

감사합니다. 

"
000981,"- 화면번호 : 
- 문의내용 : 개별RP종목  조회화면 문의 드립니다","안녕하세요. CHECKExpert+ 입니다.

RP 관련 화면은 2570~2574 화면을 참고하시기 바랍니다. 

감사합니다. "
000973,"- 화면번호 : 3741
- 문의내용 : 3741 화면 데이터(발행사TS)를 실시간으로 엑셀에 가져올 수 있는 방법이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

마우스 우측 버튼을 클릭 하신 후 

""엑셀 premium으로 보내기""를 선택하시면

관련 데이터를 실시간으로 엑셀로 받으실 수 있습니다. 

감사합니다. "
000965,"- 화면번호 : 3911
- 문의내용 : 시세 정보제공이 1) Prebon, 2) 한국자금, 3) Tradition 이 있는데 각각의 기관이 어디인지 구체적으로 알수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

세 기관 모두 IRS 를 비롯 금융상품을 중개하는 기관으로서

정식 명칭은 

털릿프리본코리아외국환중개
한국자금중개
트래디션코리아외국환중개

입니다. 자세한 사항은 개별 홈페이지를 참고하시기 바랍니다. 

감사합니다. "
000964,"- 화면번호 : 3931
- 문의내용 : 해당 화면 해외국채금리가 실시간 해외금리인가요? 지연된 시세인가요?","안녕하세요. CHECKExpert+ 입니다.

3931에 나오는 해외국채 금리는 실시간 해외금리입니다. 

감사합니다. "
000956,"- 화면번호 : 3080
- 문의내용 : 
화면 내 아래쪽 '민평4사' 금리에 대한 정의를 알 수 있을까요? ","안녕하세요. CHECKExpert+ 입니다.

민평4사는 해당 종목에 대한 채권평가사(KIS/KAP/NICE/FN) 평가 금리에 대한

평균값을 의미합니다. 개별종목 평가금리는 화면 3435을 참고 하시기 바랍니다. 

감사합니다. "
000946,"- 화면번호 : 
- 문의내용 : 22년말 국내 국채+회사채 시장 발행잔액을 확인해서 시장 규모를 파악하고 싶은데 어느 화면을 통해 확인해야 할까요?","안녕하세요. CHECKExpert+ 입니다.

관련 화면들은 채권->발행/유통 통계->발행통계 화면들을 통해

확인 가능하십니다. 구체적으로 3030/3031 화면 등을 이용하시기 바랍니다. 

감사합니다. "
000938,"- 화면번호 : 3741 화면
- 문의내용 : 안녕하세요. 3741 화면 오른쪽 위쪽에서 표시되는 채권민평금리 및 단가에 대해서 문의드립니다.
1. 3개사 평균인가요? 아니면 4개사 평균인가요?
    이건 선택할 수 있는게 맞나요?
2. 전영업일 기준 가격인가요? 아니면 전일 기준 가격인가요?
    예를 들자면 23년8월14일 오전에 조회를 할 경우, 단가와 금리는 8월13일 기준가격인가요? 아니면 8월11일 기준 가격인가요?","안녕하세요. CHECKExpert+ 입니다.

1. 발행기관 검색창 옆 콤보박스에 기준 시가평가를 선택하실 수 있습니다. 

2. 8월 14일 오전에 조회하실 경우 단가와 금리는 8월 11일 기준으로 확인 가능하십니다. 상단 왼쪽 날짜지정란 옆에 단가와 금리 기준일을 별도 표시했으니 참고하시길 바랍니다. 

감사합니다. "
000937,"- 화면번호 : 
- 문의내용 : Check API /future/m017basic에서 국채선물 바스켓 기초자산코드라고 ""KTS2309"" 있는데 이 코드에 해당하는 기초자산은 어디서 확인할 수 있나요?","안녕하세요. CHECKExpert+ 입니다.

관련 기초자산은 4051화면에서 KTB(3년물)에서

확인가능하십니다. 감사합니다. "
000936,"- 화면번호 : 
- 문의내용 : 할인채 기준 민평을 볼 수 있는 Term Structure도 있을까요?","안녕하세요. CHECKExpert+ 입니다.

일반채권시장에서 할인채 기준 금리기간구조를 확인할 수 있는

화면은 없습니다만, 할인채 방식인 CP 시장은

3743/3747 화면에서 확인하실 수 있습니다. 

감사합니다. "
000848,"- 화면번호 : 
- 문의내용 : 안녕하세요 국채선물 투자자별 미결제약정수량을 알 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

현재 투자자별로 미결제약정수량을 보여주는 화면은 없고, 

4171화면에서 전체 미결제약정수량만 확인 가능하십니다. 

감사합니다. "
000818,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 혹시 국내 기준금리, 국고채 10년물 증권사 전망치를 조회하는 화면이 있을까요? 감사합니다","안녕하세요. CHECKExpert+ 입니다.

관련 콘텐츠에 대한 화면은 현재 존재하지 않습니다. 

이용에 불편을 드려서 죄소하고, 빠른 시일내에 서비스할 수 있도록

노력하겠습니다. 감사합니다. "
000817,"- 화면번호 : 
- 문의내용 : KTB 시장 전반적인 기본 자료 (영문)","안녕하세요. CHECKExpert+ 입니다.

한국 채권시장에 대한 설명 자료는 기획재정부 또는 한국은행

홈페이지를 참고하시기 바랍니다. 

감사합니다. "
000811,"- 화면번호 : 3921
- 문의내용 : LIBOR금리가 2023년 7월 1일부로 중단인데, 화면에 계속 1M/3M/6M값이 나오고 있는건 어떤 사유인가요?","안녕하세요. CHECKExpert+ 입니다.

2023년 7월 1일 이후로 LIBOR 금리는 ""대표성이 없는 합성 방법론""

(unrepresentative synthetic methodology)에 의하여

2024년 9월 30일까지 발표됩니다. 이는 영국 금융감독원에서 LIBOR 운영을

맡아온 조직인 IBA에 강제한 사항으로, 자세한 사항은 IBA 홈페이지를

참고하시기 바랍니다.  감사합니다. "
000810,"- 화면번호 : 3011
- 문의내용 : 
안녕하세요. 다름 아니라, 거래업체의 기업어음(CP) 신용보고서가 어제 발급완료되었는데요. 체크 단말에 언제정도 인입이 되는지, 어느 정도의 시차가 발생하는지 문의하고자 질의 남겨드렸습니다. 답변 기다리겠습니다.
","안녕하세요. CHECKExpert+ 입니다.

통상 신용평가업체 공개일로부터 2~3일 내에 반영된다고 보시면 됩니다. 

감사합니다. "
000808,"- 화면번호 : 
- 문의내용 : 
1) 외국인의 국채(KTB) 보유현황 조회 화면
2) 외국인의 국채 (현물/선물) 실시간 매수 현황 조회 화면

문의드립니다","안녕하세요. CHECKExpert+ 입니다.

1) 투자자 잔고 : 3268 / 3217 / 3267 등
2) 투자자 체결 : 3269 / 3232 등

감사합니다. "
000802,"- 화면번호 : 3260
- 문의내용 : 안녕하세요 3260화면 종신금에 해당하는 기관이 어디인지 궁금합니다.","안녕하세요. CHECKExpert+ 입니다.

종합금융회사 / 신용금고를 합친 의미이며, 

check 내 화면에서 업권 별 회사 리스트를 제공하진 않습니다. 

감사합니다. 

"
000797,"- 화면번호 : 3436
- 문의내용 :  데이터 업데이트 관련 

안녕하세요, 일자별 종목시가평가에 등록한 종목의 VaR 값 확인이 필요합니다.
해당 신규건은 데이터 축적이 한달 소요되는것으로 알고 있는데 이미 한달이 지난 현재 시점에도 VaR값이 출력되지 않고 있습니다.

","안녕하세요. CHECKExpert+ 입니다.

통계데이터는 최소 시가평가데이터 30일분이 존재해야하는데

이 30일분은 ""영업일 기준"" 입니다. 

관련해서 해당 종목 발행일과 영업일수를 고려해 주시면 

감사하겠습니다. "
000796,"- 화면번호 : 
- 문의내용 : 안녕하세요 CP 매매 후 인수기관을 확인해 보고 싶어서 문의 드립니다. 화면번호 여쭤봐도될까요?  감사합니다.","안녕하세요. CHECKExpert+ 입니다.

CP 거래내역과 관련한 3072 화면이 존재합니다만, 

매매 주체들의 업권만 확인이 가능하십니다. 

감사합니다. "
000794,"- 화면번호 : 
- 문의내용 : 안녕하세요, 기관별로 금융채와 CD, 그리고 예담ABCP 만기도래 내역을 기간별로 볼 수 있는 또는 일별로 볼수 있는 화면이 있을지요 ","안녕하세요. CHECKExpert+ 입니다.
만기도래 관련 화면을 안내드립니다. 

금융채: 3032 / 3034 / 3037 
CD: 3061
예금담보ABCP : 3077

감사합니다. "
000782,"- 화면번호 : 
- 문의내용 : 안녕하세요 늘 감사합니다.
3210 화면에서 종목명 옆 수익률과 가격의 기준이 궁금합니다.
매도자 기준일까요 아니면 매수자 기준일까요?","안녕하세요. CHECKExpert+ 입니다.

해당 데이터는 금투협에 보고되는 체결 거래내역만을 제시하기

때문에 매도자 또는 매수자 기준과 방향성 데이터는 

제공하지 않고 있습니다. 

감사합니다. 


"
000781,"- 화면번호 : 3805
- 문의내용 : 새로 발행한 정보의 시가평가 정보는 언제 반영이 되는건가요?
23년 5월에 발행한 신종자본증권이 있는데 3805 에서는 언제 조회가 되는건지 문의드립니다.","안녕하세요. CHECKExpert+ 입니다.

해당 종목이 비상장 사모채권의 경우 평가사에 대한 평가 요청 및

발행자의 평가정보 제공에 대한 동의가 이루어져야 CHECK에서

평가가격이 제공가능함을 알려드립니다. 

감사합니다. "
000774,"- 화면번호 : 3471
- 문의내용 : 

1) 채권단가 계산 시에 수익률을 소수점 3자리까지 밖에 안나오는데 더 늘릴 수 있나요? 

2) 결제금액을 확인하는 칸이 있나요?

3) 본드포워드 (채권선도) 거래처럼 결제일이 2~3년 뒤일 경우 수익률 및 단가를 어떻게 확인하나요?","안녕하세요. CHECKExpert+ 입니다.

1) 채권시장 관행상 수익률 자리수는 3자리로 제공하고 있습니다. 

2) 결제금액은 3471 화면 기준으로 수익률 옆 단가로 확인하실 수 있습니다. 

3) 기본적으로 결제일을 이동하여 계산하실 수 있습니다. 

감사합니다. "
